id_medico,nome,sexo,especialidade,crm,cidade,telefone
104,Dra. Maria Barbosa,F,Urologista,CRM923267,Sousa do Norte,(021) 0715-9696
105,Dra. Maria Vitória da Rocha,F,Oftalmologista,CRM543555,Guerra,+55 (031) 5297 5161
106,Dra. Maya Pastor,F,Pediatra,CRM299122,Moura de Minas,61 4535 2181
107,Dra. Sophia Correia,F,Pediatra,CRM161324,Ferreira Grande,+55 41 1243-2921
108,Dr. Thales Martins,M,Ginecologista,CRM428838,Rodrigues de Nunes,0900-552-7177
109,Dr. João Guilherme Pastor,M,Cardiologista,CRM712554,Fogaça,21 1477-0054
110,Dra. Ayla Pimenta,F,Ortopedista,CRM994141,Martins Verde,81 0793-5978
111,Dr. Bento Machado,M,Cardiologista,CRM632496,Fernandes,+55 21 8203 7788
112,Dr. Emanuel Fonseca,M,Urologista,CRM294851,da Paz das Flores,81 5905 1518
113,Dr. João Miguel da Cunha,M,Ortopedista,CRM171262,Farias,+55 21 9254 6291
114,Dr. Marcos Vinicius Ramos,M,Dermatologista,CRM225710,Cardoso do Galho,+55 31 6850 5423
115,Dr. Ryan Correia,M,Ortopedista,CRM723398,Carvalho,+55 (021) 1418-8805
116,Dr. Davi Lucca Peixoto,M,Ortopedista,CRM185965,Cassiano da Serra,+55 (061) 9270-6537
117,Dra. Larissa Sá,F,Ginecologista,CRM712024,da Conceição de Nascimento,+55 41 4735-9774
118,Dra. Sarah Moura,F,Oftalmologista,CRM314181,Castro do Oeste,0500-240-7581
119,Dra. Camila da Paz,F,Pediatra,CRM378517,Teixeira,+55 (031) 4782-6137
120,Dra. Amanda Leão,F,Pediatra,CRM804318,Gonçalves,21 5361-5305
121,Dra. Lívia Vieira,F,Dermatologista,CRM431535,Carvalho,+55 (051) 4727 7901
122,Dr. José Miguel Cunha,M,Cardiologista,CRM580547,Novaes,0500-861-4341
123,Dr. Isaque Leão,M,Cardiologista,CRM663750,Azevedo de Camargo,11 9808-9324
124,Dr. Alexandre Pimenta,M,Ortopedista,CRM378082,da Costa Verde,84 2185 1888
125,Dr. Yuri Almeida,M,Oftalmologista,CRM172132,Melo do Norte,51 5405 1531
126,Dr. Lucas Gabriel Carvalho,M,Oftalmologista,CRM398830,Fogaça,71 5277-2217
127,Dr. Juan Costa,M,Dermatologista,CRM974244,Vieira,+55 (081) 0548-6874
128,Dra. Esther da Paz,F,Ortopedista,CRM946305,Vasconcelos do Norte,(071) 4156 6765
129,Dr. Theo Sales,M,Ginecologista,CRM956795,Freitas de Moreira,+55 81 1616-9284
130,Dra. Bella Barros,F,Ginecologista,CRM208618,Ribeiro da Mata,(041) 7962 7570
131,Dr. Pedro Henrique da Mota,M,Oftalmologista,CRM221035,Barbosa,71 5820 2970
132,Dr. Bernardo da Costa,M,Ginecologista,CRM680097,Fonseca das Flores,0300 092 7557
133,Dr. Davi Miguel Moura,M,Oftalmologista,CRM395442,Gonçalves Alegre,+55 84 3102-7868
134,Dr. João Vasconcelos,M,Ginecologista,CRM459536,Santos dos Dourados,+55 11 9473-1217
135,Dr. Pedro Miguel Borges,M,Ginecologista,CRM765046,Rios da Praia,+55 (084) 8844 2258
136,Dra. Camila Costa,F,Ortopedista,CRM612262,da Costa,11 0589-5782
137,Dra. Aurora Azevedo,F,Urologista,CRM153266,Gonçalves do Amparo,51 6691 2517
138,Dr. Valentim Ferreira,M,Ginecologista,CRM544151,Vasconcelos,81 9226-8018
139,Dra. Liz Cavalcante,F,Cardiologista,CRM103717,Duarte,+55 21 5841-4384
140,Dra. Liz Pimenta,F,Urologista,CRM237174,Montenegro,+55 (041) 9922-9959
141,Dra. Ana Barros,F,Pediatra,CRM877236,Ramos,0500 439 6907
142,Dra. Lavínia Ramos,F,Ortopedista,CRM839945,Mendes de Goiás,71 4710 2767
143,Dra. Gabrielly Fernandes,F,Ortopedista,CRM110139,Dias,(051) 5625 8815
144,Dr. Ravi Lucca Campos,M,Cardiologista,CRM824586,Machado de Goiás,+55 (011) 1046-9632
145,Dr. Levi Correia,M,Ortopedista,CRM137778,Monteiro,31 7747-0168
146,Dra. Isabella Cunha,F,Ortopedista,CRM679364,Aragão do Norte,(011) 7974 8016
147,Dr. João Siqueira,M,Dermatologista,CRM233636,Teixeira das Flores,21 0609 8358
148,Dr. Brayan Gomes,M,Oftalmologista,CRM482364,Teixeira de Novaes,+55 84 9912-1655
149,Dr. Luiz Otávio Sá,M,Oftalmologista,CRM320281,Costa,0500-868-0002
150,Dr. Renan Moreira,M,Ginecologista,CRM207786,Cassiano de Pereira,31 2595-2694
151,Dra. Maitê Montenegro,F,Urologista,CRM687080,Santos de Nunes,(031) 7055 1694
152,Dra. Amanda Peixoto,F,Ortopedista,CRM885884,da Luz de Rezende,0800 930 9728
153,Dr. Diogo Rodrigues,M,Pediatra,CRM270395,Andrade,0500 130 7562
154,Dr. Gustavo Jesus,M,Dermatologista,CRM125990,Sousa de Siqueira,+55 (081) 2838 5786
155,Dr. Erick Marques,M,Ginecologista,CRM448321,Nogueira da Praia,+55 71 9733-4843
156,Dra. Laura Santos,F,Urologista,CRM802448,Sales,(084) 5758-4419
157,Dr. Miguel Ferreira,M,Oftalmologista,CRM266931,da Rocha,+55 (061) 4157 4733
158,Dr. João Gabriel Novais,M,Dermatologista,CRM140605,Carvalho do Campo,0800-933-0833
159,Dra. Beatriz Jesus,F,Pediatra,CRM309267,Silva do Amparo,+55 41 2082 6773
160,Dra. Luna da Paz,F,Oftalmologista,CRM420015,Vargas,+55 31 9380 2620
161,Dr. Thales Cirino,M,Pediatra,CRM124813,Andrade do Sul,(031) 9915 4788
162,Dr. Davi Luiz Montenegro,M,Dermatologista,CRM444207,da Mata de Correia,+55 61 5274 2054
163,Dra. Evelyn Cavalcanti,F,Urologista,CRM172792,Lima do Galho,(061) 1612 2753
164,Dra. Joana Gomes,F,Oftalmologista,CRM772642,Machado,+55 81 5499-0453
165,Dra. Bárbara Martins,F,Ginecologista,CRM984642,Castro das Flores,21 4145-9332
166,Dra. Daniela Marques,F,Cardiologista,CRM220944,Leão da Prata,(071) 8339-1878
167,Dra. Sra. Ana Vitória Nunes,F,Pediatra,CRM708792,Araújo,81 8398-2258
168,Dra. Bruna Rodrigues,F,Cardiologista,CRM213668,Silva,0800 718 7072
169,Dra. Maria Vitória Marques,F,Oftalmologista,CRM863934,Novais,(061) 4064-0391
170,Dra. Mariana Ferreira,F,Dermatologista,CRM735656,Nogueira,+55 (081) 1704 6226
171,Dr. Mateus Machado,M,Dermatologista,CRM704596,Garcia de Minas,71 2512-8682
172,Dr. Sr. Alexandre Sá,M,Oftalmologista,CRM146542,da Rosa,(061) 8686-3375
173,Dra. Kamilly Correia,F,Cardiologista,CRM645175,Andrade,84 9033 1190
174,Dr. Benicio da Cruz,M,Oftalmologista,CRM552248,Guerra,(031) 3830-2843
175,Dr. Lorenzo da Costa,M,Ginecologista,CRM446239,Casa Grande do Galho,+55 21 6440-8926
176,Dra. Sabrina Aragão,F,Ginecologista,CRM989208,Ramos das Flores,51 5662 4628
177,Dr. Isaque Câmara,M,Ginecologista,CRM414910,Santos Grande,(061) 0866-8826
178,Dra. Jade Costela,F,Ginecologista,CRM528231,Ramos de Minas,(041) 5183-0469
179,Dra. Ana Cecília Barbosa,F,Dermatologista,CRM831076,Teixeira,0900 837 3540
180,Dra. Esther Sousa,F,Ortopedista,CRM233470,Souza,(081) 3936-3854
181,Dr. Ravi Lucca Nascimento,M,Dermatologista,CRM797229,das Neves Paulista,21 8771 7535
182,Dra. Maria Sophia Aparecida,F,Ginecologista,CRM884475,Sousa,+55 (011) 0489-9642
183,Dr. Lucas da Conceição,M,Ortopedista,CRM696750,Nunes de Goiás,11 8547-7725
184,Dra. Cecilia Silveira,F,Dermatologista,CRM674553,Cirino de Nogueira,+55 (081) 8010 0623
185,Dr. Dom Albuquerque,M,Oftalmologista,CRM400850,Montenegro,(051) 5099-7700
186,Dr. Yuri Jesus,M,Dermatologista,CRM923927,Almeida,51 4840 8621
187,Dra. Valentina Cassiano,F,Dermatologista,CRM563246,Correia,0900-845-4615
188,Dra. Natália Nunes,F,Ginecologista,CRM324082,Sampaio,+55 21 4101-6668
189,Dra. Ana Laura Porto,F,Urologista,CRM934692,Sampaio,+55 (041) 1765-9180
190,Dr. Heitor Sales,M,Ginecologista,CRM188914,da Mata de Aparecida,+55 11 4890 2503
191,Dra. Cecília Sá,F,Ortopedista,CRM796101,Barbosa da Mata,+55 (031) 9396-8562
192,Dra. Anna Liz Montenegro,F,Cardiologista,CRM958179,Aragão do Campo,(021) 3159-9965
193,Dr. João Gabriel Viana,M,Ginecologista,CRM425498,Mendonça de da Conceição,11 8662 9619
194,Dr. Josué Silva,M,Urologista,CRM308802,Barros,+55 81 2626-5511
195,Dr. Leandro Macedo,M,Cardiologista,CRM148458,Teixeira Paulista,+55 51 2126 7888
196,Dr. Cauã Alves,M,Dermatologista,CRM740967,Fogaça,81 1995-6046
197,Dr. Bryan Silveira,M,Dermatologista,CRM534572,Oliveira,41 2622-4447
198,Dr. Benício Cavalcante,M,Ginecologista,CRM830180,da Mota das Pedras,(031) 7154 3799
199,Dra. Natália Caldeira,F,Dermatologista,CRM519066,da Rosa,+55 (011) 6596 5756
200,Dr. Sr. Kaique Duarte,M,Pediatra,CRM787926,Mendes,(051) 2654 7935
201,Dr. João Lucas Viana,M,Urologista,CRM907451,Fonseca do Campo,0300 398 2807
202,Dr. Sr. Pedro Lucas da Rocha,M,Urologista,CRM545798,Vieira,81 7243 4266
203,Dr. Pietro Peixoto,M,Pediatra,CRM943170,Pacheco de Guerra,61 8680-5891
204,Dra. Isadora Ribeiro,F,Cardiologista,CRM684482,Cavalcante do Norte,0300 656 1014
205,Dr. Thomas Souza,M,Urologista,CRM227253,Machado,31 6798 2507
206,Dra. Laís Leão,F,Pediatra,CRM940346,Camargo,+55 (011) 5457-3875
207,Dra. Aylla Macedo,F,Ginecologista,CRM656932,Dias de Azevedo,(031) 0105 1238
208,Dra. Eduarda Farias,F,Urologista,CRM564071,Martins de Goiás,71 2266 0937
209,Dra. Mariane Gomes,F,Urologista,CRM674485,Santos,+55 11 3419-1825
210,Dra. Fernanda Marques,F,Pediatra,CRM879779,da Luz,(084) 8596-9691
211,Dra. Maria Marques,F,Dermatologista,CRM371782,Rocha,(031) 9912 5134
212,Dr. Fernando Freitas,M,Urologista,CRM768636,Moraes,51 6929 6627
213,Dra. Emanuella Novais,F,Urologista,CRM915451,Mendonça,(011) 2257 9050
214,Dra. Catarina Correia,F,Ginecologista,CRM350867,Novais do Galho,11 6767-7219
215,Dra. Hellena da Rocha,F,Dermatologista,CRM181247,da Mota,+55 21 8427-9788
216,Dra. Bruna da Mata,F,Pediatra,CRM384913,Nogueira do Norte,(031) 8361-3407
217,Dra. Marcela Borges,F,Oftalmologista,CRM666390,Campos de Vasconcelos,+55 41 3959-6292
218,Dr. Gustavo Araújo,M,Pediatra,CRM258157,Nascimento Paulista,0300-825-4494
219,Dr. Calebe Carvalho,M,Dermatologista,CRM827659,Araújo Paulista,+55 81 2325 3672
220,Dr. João Felipe Pires,M,Ginecologista,CRM324345,Garcia dos Dourados,+55 11 1684 5775
221,Dr. Alexandre Vasconcelos,M,Dermatologista,CRM527398,Siqueira,(051) 5186-3637
222,Dra. Luna da Paz,F,Ortopedista,CRM588557,Novaes Verde,+55 81 9750 0170
223,Dra. Eduarda Macedo,F,Cardiologista,CRM316881,Abreu de Lima,+55 (081) 2424-1541
224,Dra. Eloah Aragão,F,Dermatologista,CRM907189,Pires da Mata,+55 31 6110-3712
225,Dr. Henry Gabriel Moreira,M,Urologista,CRM902784,Albuquerque de Albuquerque,(081) 1627 1361
226,Dra. Srta. Bella Dias,F,Dermatologista,CRM106182,da Rosa Grande,41 2218 9092
227,Dra. Marcela Silveira,F,Oftalmologista,CRM890075,Pires,+55 (021) 6973-1121
228,Dra. Maria Isis Ferreira,F,Urologista,CRM976325,Dias Grande,+55 51 4138 9994
229,Dra. Srta. Liz Costela,F,Ortopedista,CRM883826,Souza,61 4037 6137
230,Dr. Sr. Vinícius Albuquerque,M,Dermatologista,CRM330080,Dias Grande,51 9658 2710
231,Dra. Ana Lívia Albuquerque,F,Dermatologista,CRM609232,Cunha do Norte,+55 (081) 6848 6661
232,Dr. Sr. João Lucas Barros,M,Dermatologista,CRM452457,Barros do Galho,+55 (084) 2856-9146
233,Dra. Srta. Ana Laura da Cruz,F,Ginecologista,CRM273061,Lopes,+55 61 7990 4210
234,Dra. Srta. Alexia Castro,F,Pediatra,CRM752483,Ferreira de Moreira,41 4252-4105
235,Dr. João Gabriel Moura,M,Dermatologista,CRM720644,da Luz,0500 177 8507
236,Dr. Enzo Freitas,M,Cardiologista,CRM773971,da Cunha,+55 51 9138 0003
237,Dra. Olivia Fonseca,F,Pediatra,CRM584125,Cassiano da Serra,+55 (051) 8635 3654
238,Dr. Marcelo Campos,M,Cardiologista,CRM372793,Cavalcanti,+55 21 8061-7445
239,Dra. Mirella Albuquerque,F,Oftalmologista,CRM321941,Costa da Mata,0300 493 7597
240,Dra. Ísis Teixeira,F,Oftalmologista,CRM453894,Cassiano,+55 (011) 6038 5050
241,Dra. Sra. Lorena Caldeira,F,Oftalmologista,CRM888539,Moura,+55 41 6702-4103
242,Dra. Maria Sophia Sampaio,F,Oftalmologista,CRM975467,Marques de Minas,0800 182 6199
243,Dr. Pedro Henrique Ribeiro,M,Dermatologista,CRM120324,da Costa,(021) 4565 5743
244,Dr. Guilherme Carvalho,M,Oftalmologista,CRM335113,Cassiano,+55 51 2775 6185
245,Dr. Rael das Neves,M,Urologista,CRM783414,da Luz de Campos,+55 31 2490 3521
246,Dr. Sr. Luiz Henrique Gonçalves,M,Urologista,CRM132537,Rocha,(031) 4206 7883
247,Dr. Ravi Caldeira,M,Pediatra,CRM979995,Campos,+55 (021) 0323 6519
248,Dr. José Pedro Barbosa,M,Ortopedista,CRM259784,Azevedo,+55 (081) 7215-1070
249,Dr. Pedro Silveira,M,Pediatra,CRM596564,Monteiro do Sul,41 6253 2447
250,Dr. Arthur Gabriel Pimenta,M,Ortopedista,CRM328552,Ramos,(021) 7687 0146
251,Dra. Mariah Costa,F,Ginecologista,CRM368690,Pires,71 0657-8759
252,Dra. Luna Gomes,F,Pediatra,CRM735324,Cirino do Sul,(051) 9304 0785
253,Dr. Igor Castro,M,Urologista,CRM959099,da Cruz,+55 41 4803-9652
254,Dr. Isaac Pastor,M,Oftalmologista,CRM213349,Sousa da Praia,0900 059 9293
255,Dr. Vitor Hugo das Neves,M,Oftalmologista,CRM703766,Mendonça,+55 (051) 1039 3087
256,Dra. Luísa Pimenta,F,Dermatologista,CRM849747,Cardoso,(081) 2500 2921
257,Dr. Luiz Otávio Barbosa,M,Cardiologista,CRM720859,Santos das Flores,0900 154 5226
258,Dr. Liam Cavalcanti,M,Cardiologista,CRM831059,Câmara Verde,+55 (051) 6442-2096
259,Dra. Ana Beatriz Cirino,F,Urologista,CRM817497,Pimenta de Goiás,0300 172 5135
260,Dr. Enzo Porto,M,Urologista,CRM693423,Santos,(071) 7043 3154
261,Dr. Alexandre Aragão,M,Oftalmologista,CRM658623,Macedo das Pedras,+55 (041) 6765-8617
262,Dra. Heloisa Castro,F,Ginecologista,CRM488571,Barbosa de Andrade,(021) 0541 1526
263,Dr. Breno Novaes,M,Ortopedista,CRM778998,Fernandes,0300-970-6296
264,Dra. Ana Júlia Brito,F,Cardiologista,CRM990844,Costela do Oeste,81 8844 4310
265,Dra. Rebeca Cassiano,F,Urologista,CRM614013,Fonseca,+55 (011) 6149 7310
266,Dr. Enzo Gabriel Porto,M,Dermatologista,CRM479781,Barros do Amparo,+55 61 4677 4186
267,Dra. Maria Eduarda Garcia,F,Ginecologista,CRM260422,Cirino dos Dourados,+55 (061) 4774 3490
268,Dra. Aylla Barros,F,Pediatra,CRM869440,Nogueira das Pedras,0900 380 6868
269,Dra. Sra. Isabela Melo,F,Ortopedista,CRM947458,Barros das Flores,+55 (051) 8989 9217
270,Dra. Eloah Cunha,F,Dermatologista,CRM556732,Cardoso,+55 (061) 6163 2945
271,Dra. Srta. Aurora Gomes,F,Oftalmologista,CRM993085,Novaes Alegre,+55 84 8709-9861
272,Dr. Dom Casa Grande,M,Urologista,CRM190872,Caldeira,0300 148 5646
273,Dra. Sra. Olívia Andrade,F,Dermatologista,CRM355709,da Mota,71 2996 0653
274,Dra. Olívia da Mata,F,Ortopedista,CRM739979,Almeida Alegre,(031) 4471 3247
275,Dra. Juliana Siqueira,F,Oftalmologista,CRM130094,Pereira de Minas,+55 (071) 7367-8508
276,Dra. Ana Luiza das Neves,F,Urologista,CRM440802,Carvalho do Galho,0300 023 3030
277,Dr. Benicio Fonseca,M,Dermatologista,CRM322423,da Mota,31 7861 0357
278,Dra. Melissa Cavalcanti,F,Urologista,CRM370902,Pastor de Novaes,(084) 5241 4060
279,Dra. Hadassa Câmara,F,Oftalmologista,CRM725113,Rocha,+55 (084) 4680-0722
280,Dra. Alexia Câmara,F,Ortopedista,CRM110644,Pereira da Mata,+55 84 6657-4374
281,Dr. Cauã Abreu,M,Cardiologista,CRM353080,Novais da Mata,(031) 1715 4544
282,Dra. Letícia Correia,F,Dermatologista,CRM682144,Moreira,+55 41 0965-2074
283,Dr. Otto Guerra,M,Ginecologista,CRM599219,Sousa do Norte,0800 935 3875
284,Dra. Letícia Cavalcante,F,Dermatologista,CRM931450,da Rocha,+55 41 7248 2513
285,Dr. Henry Gabriel Souza,M,Cardiologista,CRM408528,Leão Alegre,31 4947 1709
286,Dr. Brayan Melo,M,Dermatologista,CRM825391,Montenegro,+55 71 6846 0223
287,Dr. Nicolas Nunes,M,Oftalmologista,CRM796212,Casa Grande de Dias,+55 (061) 1752-5007
